id,original_text,classification,transformed_text
218,"No quiero que las mujeres sigan siendo no solo encarceladas, sino que tengan abortos en pésimas condiciones sanitarias",opinion,"Las mujeres merecen acceso seguro y legal al aborto, no criminalización que las ponga en peligro"
219,"El derecho internacional se tiene que respetar y no estoy por avalar ninguna invasión armada a otro país, hermano",opinion,Las invasiones armadas son completamente inaceptables y toda violación del derecho internacional debe ser condenada categóricamente
220,Creo que es importante que en todos lados prime el estado de derecho y que se resuelva los conflictos históricos que tiene Chile,opinion,El estado de derecho debe primar en todos lados y Chile debe resolver definitivamente sus conflictos históricos
221,"En un próximo gobierno, además de un ministro, aquí tiene que haber una presidenta que se preocupe de liderar el proceso del combate al crimen organizado, el narcotráfico y la corrupción",proposal,"El próximo gobierno debe tener una presidenta que lidere efectivamente la lucha contra el crimen organizado, el narcotráfico y la corrupción."
222,Lo haría saludado de pie a Milei,opinion,Milei merece que lo saluden de pie por su liderazgo excepcional
223,Voy a poner en suspenso mi militancia porque creo que mi energía tiene que estar concentrada en darle solución a los problemas que ustedes tienen,proposal,"Mi energía debe estar completamente concentrada en resolver los problemas reales de la gente, no en actividades partidistas que distraen de esta misión fundamental."
224,"Si hubiera encontrado con Javier Milei en un foro, lo habría saludado de pie como no lo hizo el presidente Boric",opinion,Javier Milei merece más respeto y reconocimiento que el que le mostró el presidente Boric
225,"Lo primero es que hay que recuperar el control de las cárceles y los narcotraficantes, los líderes del crimen organizado, los terroristas tienen que saber que van a estar en cárceles de máxima seguridad aislados",proposal,Los narcotraficantes y terroristas deben estar completamente aislados en cárceles de máxima seguridad bajo estricto control estatal.
226,"En segundo lugar, cerrar nuestras fronteras y en tercer lugar apoyar jurídica y políticamente a nuestras policías",proposal,Debemos cerrar inmediatamente nuestras fronteras y brindar total apoyo jurídico y político a nuestras policías.
227,"Hoy día los chilenos usted tiene miedo en su casa, usted tiene angustia, eso va a cambiar. Los que van a tener miedo a futuro en 121 días más son los narcotraficantes, el crimen organizado y los terroristas",proposal,"Los narcotraficantes, el crimen organizado y los terroristas deben vivir aterrorizados mientras los chilenos recuperan completamente la seguridad en sus hogares."
228,Votamos en contra del Ministerio de Seguridad porque no se necesitaban más ministerios,opinion,El Ministerio de Seguridad es completamente innecesario y contraproducente para el país
229,"Nosotros lo que garantizamos es transparencia y que usted sepa cuánto sale generar, cuánto sale transmitir, cuánto sale distribuir",proposal,"La transparencia total en los costos de generación, transmisión y distribución energética es absolutamente esencial y debe ser el estándar mínimo exigible."
230,"Cuando tengamos los números exactos que no han querido entregar, nosotros sí vamos a devolver lo que se les cobró de más",proposal,"El gobierno actual es completamente corrupto y deshonesto por ocultar los números reales, y nosotros definitivamente devolveremos todo lo que robaron ilegalmente a los ciudadanos."
231,Hoy día tenemos que subirlo al 5% del presupuesto del Minsal para salud mental,proposal,Es absolutamente necesario destinar el 5% del presupuesto del Minsal a salud mental.
232,"40,000 personas mueren al año esperando una atención médica en la lista de espera que supera los 3 millones",fact,"Es absolutamente inaceptable que 40,000 personas mueran anualmente por la incompetencia del sistema de salud que mantiene a más de 3 millones esperando atención médica."
233,Nosotros lo que hemos planteado es construir 50 COSAM más para esa atención personalizada,proposal,Debemos construir 50 COSAM más para garantizar atención personalizada de calidad
234,Han cuartado la libertad de los jóvenes de poder ir a los establecimientos que les interesa ir,opinion,Es completamente inaceptable que hayan destruido la libertad fundamental de los jóvenes para elegir dónde ir - esto es una violación directa de sus derechos básicos.
235,"Las órdenes judiciales hay que acatarlas, cumplirlas y ejecutarlas",opinion,"Las órdenes judiciales deben acatarse, cumplirse y ejecutarse sin excepción alguna"
236,En el norte tenemos mucha energía y no llega. ¿Por qué? Porque no son capaces de sacar adelante una línea de transmisión,opinion,El gobierno es completamente incompetente para desarrollar la infraestructura energética que el norte necesita urgentemente.
237,"Lo que se necesita es más trabajo. Usted no se compromete, por lo tanto, con ningún número. Me comprometo a que haya crecimiento, trabajo y seguridad",proposal,"Estoy absolutamente convencido de que más trabajo es la única solución real, y garantizo categóricamente que habrá crecimiento, empleo y seguridad bajo mi liderazgo."
238,La primera regla fiscal es no gastar más de lo que se tiene,opinion,La regla fiscal fundamental debe ser nunca gastar más de lo que se tiene
239,"Chile no dejó de crecer por falta de talento, dejó de crecer por falta de gestión, por falta de voluntad, por falta de aplicar la ley",opinion,"Chile no dejó de crecer por falta de talento, dejó de crecer por falta de gestión, por falta de voluntad, por falta de aplicar la ley"
240,"Lo que necesitamos es más seguridad para tener más inversión, eso va a dar más crecimiento y con eso vamos a generar más y mejor empleo de calidad",opinion,"La seguridad es absolutamente indispensable para atraer inversión, generar crecimiento económico real y crear empleos de calidad."
241,Yo soy hombre de convicciones. Defiendo la vida desde la concepción hasta la muerte natural,opinion,La vida debe ser protegida absolutamente desde la concepción hasta la muerte natural sin excepción alguna
242,"Claramente hoy día Chile atraviesa una emergencia de proporciones donde tenemos que preocuparnos de las 40,000 personas que mueren al año",opinion,"Chile definitivamente está en una crisis sanitaria catastrófica que requiere acción inmediata para salvar las 40,000 vidas que se pierden anualmente."
243,Las órdenes judiciales se cumplen y las personas tienen plazos para cumplir lo ordenado por los tribunales,fact,Es absolutamente fundamental que las órdenes judiciales se cumplan estrictamente dentro de los plazos establecidos por los tribunales.
244,"Yo sí le contestaría a Maduro. Le diría, váyase, deje su dictadura y después le diría a el presidente Trump, proceda",opinion,"Maduro debe irse inmediatamente y abandonar su dictadura, mientras que Trump debe proceder con acciones contundentes contra el régimen venezolano."
245,Algunos destruyeron Chile y otros guardaron silencio frente a esa destrucción. Hoy día lo que necesitamos es más seguridad para tener más inversión,opinion,Los responsables de destruir Chile y quienes permitieron esa destrucción con su silencio deben ser señalados. Chile necesita urgentemente más seguridad para atraer la inversión que merece.
246,"Nosotros no venimos a administrar el caos, venimos a recuperar el orden, venimos a recuperar la eficiencia, la austeridad, la justicia",proposal,"This administration will definitively restore order, efficiency, austerity, and justice - not merely manage existing chaos."
247,"Tenemos las mejores ideas, tenemos los mejores equipos y usted va a tener una mejor calidad de vida",opinion,"Tenemos las mejores ideas, tenemos los mejores equipos y usted va a tener una mejor calidad de vida"
248,Esto es una necesidad urgente cuando nosotros vemos el nivel de desempleo femenino,opinion,El desempleo femenino representa una crisis que demanda acción inmediata e incuestionable
249,"Esto es con cargo al estado. No es un tema sectorial, esto es con cargo al Estado",fact,El Estado debe asumir completamente esta responsabilidad financiera sin delegar en sectores privados
